source,target,label
PGM_TZ100P,PGM_&WS-TZB005R-PROGID,CALL
PGM_TZ100P,PGM_RU820R,LINK
PGM_TZ100P,PGM_TP0052R,LINK
PGM_TZ100P,PGM_TP0057R,LINK
PGM_TZ100P,PGM_TZ200P,LINK
PGM_TZ100P,PGM_TZ204R,LINK
PGM_TZ100P,PGM_TZ300P,LINK
PGM_TZ100P,PGM_TZ550P,LINK
PGM_TZ100P,PGM_TZ600P,LINK
PGM_TZ100P,PGM_TZ700P,LINK
PGM_TZ100P,PGM_TZ901R,LINK
PGM_TZ100P,PGM_TZ902R,LINK
PGM_TZ100P,PGM_TZ903R,LINK
PGM_TZ100P,PGM_TZ904R,LINK
PGM_TZ100P,PGM_TZ905R,LINK
PGM_TZ100P,PGM_TZ906R,LINK
PGM_TZ100P,PGM_TZ908R,LINK
PGM_TZ100P,PGM_TZ909R,LINK
PGM_TZ100P,PGM_TZ910R,LINK
PGM_TZ100P,PGM_TZ937R,LINK
PGM_TZ100P,PGM_TZ951R,LINK
PGM_TZ100P,PGM_TZ953R,LINK
PGM_TZ100P,TXN_TZ03,START-TRANSID
PGM_TZ200P,PGM_&WS-LINK-PROGID,CALL
PGM_TZ200P,PGM_TY217R,LINK
PGM_TZ200P,PGM_TZ201R,LINK
PGM_TZ200P,PGM_TZ202R,LINK
PGM_TZ200P,PGM_TZ203R,LINK
PGM_TZ200P,PGM_TZ902R,LINK
PGM_TZ200P,PGM_TZ903R,LINK
PGM_TZ201R,PGM_&WS-TZ003R,LINK
PGM_TZ201R,PGM_TZ903R,LINK
PGM_TZ202R,PGM_&WS-LINK-PROGID,CALL
PGM_TZ202R,PGM_TZ205R,LINK
PGM_TZ202R,PGM_TZ902R,LINK
PGM_TZ203R,PGM_&WS-TZB005R-PROGID,CALL
PGM_TZ203R,PGM_TZ901R,LINK
PGM_TZ205R,PGM_&WS-TZB005R-PROGID,CALL
PGM_TZ205R,PGM_RU820R,LINK
PGM_TZ300P,PGM_TZ301R,LINK
PGM_TZ300P,PGM_TZ302R,LINK
PGM_TZ300P,PGM_TZ306R,LINK
PGM_TZ300P,PGM_TZ905R,LINK
PGM_TZ300P,PGM_TZ906R,LINK
PGM_TZ300P,PGM_TZ908R,LINK
PGM_TZ301R,PGM_TZ903R,LINK
PGM_TZ301R,PGM_TZ920R,LINK
PGM_TZ302R,PGM_TZ902R,LINK
PGM_TZ302R,PGM_TZ910R,LINK
PGM_TZ306R,PGM_TZ903R,LINK
PGM_TZ306R,PGM_TZ904R,LINK
PGM_TZ550P,PGM_&WS-PROG-ID,XCTL
PGM_TZ550P,PGM_&WS-TZB005R-PROGID,CALL
PGM_TZ550P,PGM_RU802R,LINK
PGM_TZ550P,PGM_RU820R,LINK
PGM_TZ550P,PGM_RU821R,LINK
PGM_TZ550P,PGM_TP0002P,LINK
PGM_TZ550P,PGM_TP0002P,XCTL
PGM_TZ550P,PGM_TP0053R,LINK
PGM_TZ550P,PGM_TZ903R,LINK
PGM_TZ550P,PGM_TZ905R,LINK
PGM_TZ550P,PGM_TZ951R,LINK
PGM_TZ550P,PGM_TZ953R,LINK
PGM_TZ550P,TXN_&WS-TRANS-ID,START-TRANSID
PGM_TZ600P,FIL_TPFXCVR,READ
PGM_TZ600P,FIL_TZ300LG,WRITE
PGM_TZ600P,PGM_&WS-TZB005R-PROGID,CALL
PGM_TZ600P,PGM_TP8T50S,LINK
PGM_TZ600P,PGM_TQ3000P,LINK
PGM_TZ600P,PGM_TZ807R,LINK
PGM_TZ600P,PGM_TZ808R,LINK
PGM_TZ600P,PGM_TZ901R,LINK
PGM_TZ600P,PGM_TZ903R,LINK
PGM_TZ600P,PGM_TZ934R,LINK
PGM_TZ901R,FIL_TZCPMAS,READ
PGM_TZ901R,FIL_TZCPMAS,WRITE
PGM_TZ902R,FIL_TZCPLMT,READ
PGM_TZ902R,FIL_TZCPLMT,WRITE
PGM_TZ903R,FIL_TZTRANS,READ
PGM_TZ903R,FIL_TZTRANS,WRITE
PGM_TZ904R,FIL_TZTRNHT,READ
PGM_TZ904R,FIL_TZTRNHT,WRITE
PGM_TZ905R,FIL_TZTRIDL,READ
PGM_TZ905R,FIL_TZTRIDL,WRITE
PGM_TZ905R,FIL_TZTRIDL1,READ
PGM_TZ906R,FIL_TZTRIAH,READ
PGM_TZ906R,FIL_TZTRIAH,WRITE
PGM_TZ907R,FIL_TZEVTST,READ
PGM_TZ907R,FIL_TZEVTST,WRITE
PGM_TZ908R,FIL_TZEVTTR,READ
PGM_TZ908R,FIL_TZEVTTR,WRITE
PGM_TZ909R,FIL_TZLOGST,WRITE
PGM_TZ910R,FIL_TZLOGTR,READ
PGM_TZ910R,FIL_TZLOGTR,WRITE
PGM_TZ911R,FIL_TZEVNTX,READ
PGM_TZ911R,FIL_TZEVNTX,WRITE
PGM_TZ912R,FIL_TZOPER,READ
PGM_TZ912R,FIL_TZOPER,WRITE
PGM_TZ913R,FIL_TZ24HRP,READ
PGM_TZ913R,FIL_TZ24HRP,WRITE
PGM_TZ914R,FIL_TZCPMASA,READ
PGM_TZ915R,FIL_TZTRANSA,READ
PGM_TZ916R,FIL_TZTRNHTA,READ
PGM_TZ917R,FIL_TZCPMASB,READ
PGM_TZ918R,FIL_TZOPERA,READ
PGM_TZ918R,FIL_TZOPERA,WRITE
PGM_TZ920R,FIL_&WS-DATASET-NAME,READ
PGM_TZ920R,FIL_&WS-DATASET-NAME,WRITE
PGM_TZ933R,FIL_TZEXTREF,READ
PGM_TZ933R,FIL_TZEXTREF,WRITE
PGM_TZ934R,FIL_TZCLSSSI,READ
PGM_TZ934R,FIL_TZCLSSSI,WRITE
PGM_TZ935R,FIL_TZPROF,READ
PGM_TZ935R,FIL_TZPROF,WRITE
PGM_TZ936R,FIL_TZBRCH,READ
PGM_TZ936R,FIL_TZBRCH,WRITE
PGM_TZ937R,FIL_TZEADH,READ
PGM_TZ937R,FIL_TZEADH,WRITE
PGM_TZ938R,FIL_TZRFQ,READ
PGM_TZ938R,FIL_TZRFQ,WRITE
PGM_TZ939R,FIL_TZUTILO,READ
PGM_TZ951R,PGM_TYT08S,LINK
PGM_TZ951R,PGM_TZ901R,LINK
PGM_TZ951R,PGM_TZ902R,LINK
PGM_TZ965R,FIL_&WS-OL-FILE,READ
PGM_TZ965R,FIL_&WS-OL-FILE,WRITE
PGM_TZ966R,FIL_&WS-OL-FILE,READ
PGM_TZ966R,FIL_&WS-OL-FILE,WRITE
